Part Number,GPN,Datasheets,PCB_Footprint,Symbol_Name,Distributor,Distributor_Part_Number,Mfr Part Number,Value,Mfr,Description,Part_Type,Number of Circuits,Output Type,Slew Rate,Gain Bandwidth Product,-3db Bandwidth,Current - Input Bias,Voltage - Input Offset,Current - Supply,Current - Output / Channel,"Voltage - Supply, Single/Dual (±)",Operating Temperature,Mounting Type,Package / Case,Supplier Device Package
AMP00051,AMP00051,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8628_8629_8630.pdf,,,Digikey,AD8630ARUZ-ND,AD8630ARUZ,AD8630ARUZ,Analog Devices Inc,IC OPAMP ZRO-DRFT 2.5MHZ 14TSSOP,Zero-Drift,4,Rail-to-Rail,1 V/µs,2.5MHz,2.5MHz,100pA,1µV,850µA,30mA,"2.7 V ~ 5 V, ±1.35 V ~ 2.5 V",-40°C ~ 125°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width)""",14-TSSOP
AMP00052,AMP00052,http://www.analog.com/media/en/technical-documentation/data-sheets/AD823.pdf,,,Digikey,AD823ARZ-ND,AD823ARZ,AD823ARZ,Analog Devices Inc,IC OPAMP JFET 16MHZ RRO 8SOIC,J-FET,2,Rail-to-Rail,25 V/µs,-,16MHz,5pA,700µV,7mA,17mA,"3 V ~ 36 V, ±1.5 V ~ 18 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00053,AMP00053,http://www.analog.com/media/en/technical-documentation/data-sheets/ADA4940-1_4940-2.pdf,,,Digikey,ADA4940-2ACPZ-R7CT-ND,ADA4940-2ACPZ-R7,ADA4940-2ACPZ-R7,Analog Devices Inc,IC OPAMP DIFF 260MHZ 24LFCSP,Differential,2,Differential,95 V/µs,-,260MHz,1.1µA,60µV,1.25mA,46mA,3 V ~ 7 V,-40°C ~ 125°C,Surface Mount,"24-VFQFN Exposed Pad, CSP",24-LFCSP-VQ (4x4)
AMP00054,AMP00054,http://www.linear.com/docs/3661,,,Digikey,LT1630CS8#PBF-ND,LT1630CS8#PBF,LT1630CS8#PBF,Linear Technology,IC OPAMP GP 30MHZ RRO 8SO,General Purpose,2,Rail-to-Rail,10 V/µs,30MHz,-,550nA,220µV,4.1mA,70mA,"2.7 V ~ 36 V, ±1.35 V ~ 18 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SO
AMP00055,AMP00055,http://www.linear.com/docs/3552,,,Digikey,LT1126CS8#PBF-ND,LT1126CS8#PBF,LT1126CS8#PBF,Linear Technology,IC OPAMP GP 65MHZ 8SO,General Purpose,2,-,11 V/µs,65MHz,-,8nA,25µV,2.6mA,-,±4 V ~ 18 V,-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SO
AMP00056,AMP00056,http://www.analog.com/media/en/technical-documentation/data-sheets/AD620.pdf,,,Digikey,AD620BRZ-R7CT-ND,AD620BRZ-R7,AD620BRZ-R7,Analog Devices Inc,IC OPAMP INSTR 1MHZ 8SOIC,Instrumentation,1,-,1.2 V/µs,-,1MHz,500pA,15µV,900µA,18mA,"4.6 V ~ 36 V, ±2.3 V ~ 18 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00057,AMP00057,http://www.analog.com/media/en/technical-documentation/data-sheets/OP162_262_462.pdf,,,Digikey,OP262HRUZ-REELCT-ND,OP262HRUZ-REEL,OP262HRUZ-REEL,Analog Devices Inc,IC OPAMP GP 15MHZ RRO 8TSSOP,General Purpose,2,Rail-to-Rail,13 V/µs,15MHz,-,260nA,25µV,550µA,30mA,"2.7 V ~ 12 V, ±1.35 V ~ 6 V",-40°C ~ 125°C,Surface Mount,"""8-TSSOP (0.173"""", 4.40mm Width)""",8-TSSOP
AMP00058,AMP00058,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8671_8672_8674.pdf,,,Digikey,AD8674ARZ-ND,AD8674ARZ,AD8674ARZ,Analog Devices Inc,IC OPAMP GP 10MHZ 14SOIC,General Purpose,4,-,4 V/µs,10MHz,-,3nA,20µV,3mA,20mA,"10 V ~ 36 V, ±5 V ~ 18 V",-40°C ~ 125°C,Surface Mount,"""14-SOIC (0.154"""", 3.90mm Width)""",14-SOIC
AMP00059,AMP00059,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8671_8672_8674.pdf,,,Digikey,AD8674ARUZ-ND,AD8674ARUZ,AD8674ARUZ,Analog Devices Inc,IC OPAMP GP 10MHZ 14TSSOP,General Purpose,4,-,4 V/µs,10MHz,-,3nA,20µV,3mA,20mA,"10 V ~ 36 V, ±5 V ~ 18 V",-40°C ~ 125°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width)""",14-TSSOP
AMP00060,AMP00060,http://www.analog.com/media/en/technical-documentation/data-sheets/ADA4896-2_4897-1_4897-2.PDF,,,Digikey,ADA4897-2ARMZ-ND,ADA4897-2ARMZ,ADA4897-2ARMZ,Analog Devices Inc,IC OPAMP VFB 230MHZ RRO 10MSOP,Voltage Feedback,2,Rail-to-Rail,120 V/µs,-,230MHz,11µA,28µV,3mA,80mA,"3 V ~ 10 V, ±1.5 V ~ 5 V",-40°C ~ 125°C,Surface Mount,"""10-TFSOP, 10-MSOP (0.118"""", 3.00mm Width)""",10-MSOP
AMP00061,AMP00061,http://www.analog.com/media/en/technical-documentation/data-sheets/ADA4898-1_4898-2.pdf,,,Digikey,ADA4898-2YRDZ-ND,ADA4898-2YRDZ,ADA4898-2YRDZ,Analog Devices Inc,IC OPAMP VFB 65MHZ 8SOIC,Voltage Feedback,2,-,55 V/µs,-,65MHz,100nA,20µV,7.9mA,40mA,±4.5 V ~ 16.5 V,-40°C ~ 105°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width) Exposed Pad""",8-SOIC-EP
AMP00062,AMP00062,http://www.analog.com/media/en/technical-documentation/data-sheets/ADA4896-2_4897-1_4897-2.PDF,,,Digikey,ADA4896-2ARMZ-ND,ADA4896-2ARMZ,ADA4896-2ARMZ,Analog Devices Inc,IC OPAMP VFB 230MHZ RRO 8MSOP,Voltage Feedback,2,Rail-to-Rail,120 V/µs,-,230MHz,11µA,28µV,3mA,80mA,"3 V ~ 10 V, ±1.5 V ~ 5 V",-40°C ~ 125°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-MSOP
AMP00063,AMP00063,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8610_8620.pdf,,,Digikey,AD8610ARMZ-REELCT-ND,AD8610ARMZ-REEL,AD8610ARMZ-REEL,Analog Devices Inc,IC OPAMP JFET 25MHZ 8MSOP,J-FET,1,-,60 V/µs,25MHz,-,3pA,85µV,3mA,45mA,±5 V ~ 13 V,-40°C ~ 125°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-MSOP
AMP00064,AMP00064,http://www.linear.com/docs/1426,,,Digikey,LT1639HS#PBF-ND,LT1639HS#PBF,LT1639HS#PBF,Linear Technology,IC OPAMP GP 1.2MHZ RRO 14SO,General Purpose,4,Rail-to-Rail,0.4 V/µs,1.2MHz,-,20nA,300µV,205µA,40mA,"2.5 V ~ 44 V, ±1.25 V ~ 22 V",-40°C ~ 125°C,Surface Mount,"""14-SOIC (0.154"""", 3.90mm Width)""",14-SO
AMP00065,AMP00065,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8222.pdf,,,Digikey,AD8222BCPZ-R7CT-ND,AD8222BCPZ-R7,AD8222BCPZ-R7,Analog Devices Inc,IC OPAMP INSTR 1.2MHZ 16LFCSP,Instrumentation,2,-,2 V/µs,-,1.2MHz,200pA,60µV,900µA,18mA,"4.6 V ~ 36 V, ±2.3 V ~ 18 V",-40°C ~ 85°C,Surface Mount,"16-VQFN Exposed Pad, CSP",16-LFCSP-VQ (4x4)
AMP00066,AMP00066,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8015.pdf,,,Digikey,AD8015ARZ-ND,AD8015ARZ,AD8015ARZ,Analog Devices Inc,IC OPAMP TRANSIMP 240MHZ 8SOIC,Transimpedance,1,Differential,-,240MHz,-,-,-,25mA,-,"4.5 V ~ 11 V, ±2.25 V ~ 5.5 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00067,AMP00067,http://www.linear.com/docs/3743,,,Digikey,LT1013IS8#PBF-ND,LT1013IS8#PBF,LT1013IS8#PBF,Linear Technology,IC OPAMP GP 8SO,General Purpose,2,-,0.4 V/µs,-,-,15nA,200µV,350µA,20mA,"4 V ~ 44 V, ±2 V ~ 22 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SO
AMP00068,AMP00068,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8597_8599.pdf,,,Digikey,AD8599ARZ-ND,AD8599ARZ,AD8599ARZ,Analog Devices Inc,IC OPAMP GP 10MHZ 8SOIC,General Purpose,2,-,16 V/µs,10MHz,-,25nA,10µV,5mA,52mA,"9 V ~ 36 V, ±4.5 V ~ 18 V",-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00069,AMP00069,"http://media.digikey.com/pdf/Data%20Sheets/Analog%20Devices%20PDFs/AD8510,8512,8513.pdf",,,Digikey,AD8513ARUZ-ND,AD8513ARUZ,AD8513ARUZ,Analog Devices Inc,IC OPAMP JFET 8MHZ 14TSSOP,J-FET,4,-,20 V/µs,8MHz,-,25pA,100µV,2.2mA,70mA,±4.5 V ~ 18 V,-40°C ~ 125°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width)""",14-TSSOP
AMP00070,AMP00070,"http://media.digikey.com/pdf/Data%20Sheets/Analog%20Devices%20PDFs/AD8510,8512,8513.pdf",,,Digikey,AD8513ARZ-ND,AD8513ARZ,AD8513ARZ,Analog Devices Inc,IC OPAMP JFET 8MHZ 14SOIC,J-FET,4,-,20 V/µs,8MHz,-,25pA,100µV,2.2mA,70mA,±4.5 V ~ 18 V,-40°C ~ 125°C,Surface Mount,"""14-SOIC (0.154"""", 3.90mm Width)""",14-SOIC
AMP00071,AMP00071,http://www.linear.com/docs/1544,,,Digikey,LTC2053IDD#PBF-ND,LTC2053IDD#PBF,LTC2053IDD#PBF,Linear Technology,IC OPAMP CHOPPER 200KHZ RRO 8DFN,Chopper (Zero-Drift),1,Rail-to-Rail,0.2 V/µs,200kHz,-,4nA,5µV,950µA,-,"2.7 V ~ 11 V, ±1.35 V ~ 5.5 V",-40°C ~ 85°C,Surface Mount,8-WFDFN Exposed Pad,8-DFN (3x3)
AMP00072,AMP00072,http://www.linear.com/docs/3234,,,Digikey,LT1787HVIMS8#PBF-ND,LT1787HVIMS8#PBF,LT1787HVIMS8#PBF,Linear Technology,IC OPAMP CURRENT SENSE 8MSOP,Current Sense,1,-,-,-,-,-,40µV,60µA,50µA,"2.5 V ~ 60 V, ±1.25 V ~ 30 V",-40°C ~ 85°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-MSOP
AMP00073,AMP00073,http://www.analog.com/media/en/technical-documentation/data-sheets/AD620.pdf,,,Digikey,AD620ARZ-ND,AD620ARZ,AD620ARZ,Analog Devices Inc,IC OPAMP INSTR 1MHZ 8SOIC,Instrumentation,1,-,1.2 V/µs,-,1MHz,500pA,30µV,900µA,18mA,"4.6 V ~ 36 V, ±2.3 V ~ 18 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00074,AMP00074,http://www.analog.com/media/en/technical-documentation/data-sheets/ADA4627-1_4637-1.pdf,,,Digikey,ADA4627-1ARZ-ND,ADA4627-1ARZ,ADA4627-1ARZ,Analog Devices Inc,IC OPAMP JFET 19MHZ 8SOIC,J-FET,1,-,84 V/µs,19MHz,-,1pA,120µV,7mA,45mA,±5 V ~ 15 V,-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00075,AMP00075,http://www.analog.com/media/en/technical-documentation/data-sheets/ADA4898-1_4898-2.pdf,,,Digikey,ADA4898-2YRDZ-R7CT-ND,ADA4898-2YRDZ-R7,ADA4898-2YRDZ-R7,Analog Devices Inc,IC OPAMP VFB 65MHZ 8SOIC,Voltage Feedback,2,-,55 V/µs,-,65MHz,100nA,20µV,7.9mA,40mA,±4.5 V ~ 16.5 V,-40°C ~ 105°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width) Exposed Pad""",8-SOIC-EP
AMP00076,AMP00076,http://www.linear.com/docs/1363,,,Digikey,LT1124IS8#PBF-ND,LT1124IS8#PBF,LT1124IS8#PBF,Linear Technology,IC OPAMP GP 12.5MHZ 8SO,General Purpose,2,-,4.5 V/µs,12.5MHz,-,8nA,25µV,2.3mA,-,±4 V ~ 18 V,-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SO
AMP00077,AMP00077,http://www.analog.com/media/en/technical-documentation/data-sheets/OP1177_2177_4177.pdf,,OPAMP_QUAD_14PINS,Digikey,OP4177ARZ-ND,OP4177ARZ,OP4177ARZ,Analog Devices Inc,IC OPAMP GP 1.3MHZ 14SOIC,General Purpose,4,-,0.7 V/µs,1.3MHz,-,500pA,15µV,400µA,10mA,"5 V ~ 36 V, ±2.5 V ~ 18 V",-40°C ~ 125°C,Surface Mount,"""14-SOIC (0.154"""", 3.90mm Width)""",14-SOIC
AMP00078,AMP00078,http://www.linear.com/docs/2696,,,Digikey,LT1496IS#PBF-ND,LT1496IS#PBF,LT1496IS#PBF,Linear Technology,IC OPAMP GP 2.7KHZ RRO 14SO,General Purpose,4,Rail-to-Rail,0.001 V/µs,2.7kHz,-,25pA,200µV,1.4µA,1.5mA,"2.2 V ~ 36 V, ±1.1 V ~ 18 V",-40°C ~ 85°C,Surface Mount,"""14-SOIC (0.154"""", 3.90mm Width)""",14-SO
AMP00079,AMP00079,http://www.analog.com/media/en/technical-documentation/data-sheets/OP1177_2177_4177.pdf,sop65p640x120-14l30n,OPAMP_QUAD_14PINS,Digikey,OP4177ARUZ-ND,OP4177ARUZ,OP4177ARUZ,Analog Devices Inc,IC OPAMP GP 1.3MHZ 14TSSOP,General Purpose,4,-,0.7 V/µs,1.3MHz,-,500pA,15µV,400µA,10mA,"5 V ~ 36 V, ±2.5 V ~ 18 V",-40°C ~ 125°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width)""",14-TSSOP
AMP00080,AMP00080,http://www.linear.com/docs/1799,,,Digikey,LTC2052IS#PBF-ND,LTC2052IS#PBF,LTC2052IS#PBF,Linear Technology,IC OPAMP CHOPPER 3MHZ RRO 14SO,Chopper (Zero-Drift),4,Rail-to-Rail,2 V/µs,3MHz,-,25pA,0.5µV,850µA,-,2.7 V ~ 7 V,-40°C ~ 85°C,Surface Mount,"""14-SOIC (0.154"""", 3.90mm Width)""",14-SO
AMP00081,AMP00081,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8597_8599.pdf,,,Digikey,AD8599ARZ-REEL7CT-ND,AD8599ARZ-REEL7,AD8599ARZ-REEL7,Analog Devices Inc,IC OPAMP GP 10MHZ 8SOIC,General Purpose,2,-,16 V/µs,10MHz,-,25nA,10µV,5mA,52mA,"9 V ~ 36 V, ±4.5 V ~ 18 V",-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00082,AMP00082,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8429.pdf,,,Digikey,AD8429ARZ-ND,AD8429ARZ,AD8429ARZ,Analog Devices Inc,IC OPAMP INSTR 15MHZ 8SOIC,Instrumentation,1,-,22 V/µs,-,15MHz,300nA,150µV,6.7mA,35mA,±4 V ~ 18 V,-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00083,AMP00083,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8224.pdf,,,Digikey,AD8224BCPZ-R7CT-ND,AD8224BCPZ-R7,AD8224BCPZ-R7,Analog Devices Inc,IC OPAMP INSTR 1.5MHZ 16LFCSP,Instrumentation,2,Rail-to-Rail,2 V/µs,-,1.5MHz,10pA,175µV,750µA,15mA,"4.5 V ~ 36 V, ±2.25 V ~ 18 V",-40°C ~ 85°C,Surface Mount,"16-VQFN Exposed Pad, CSP",16-LFCSP-VQ (4x4)
AMP00084,AMP00084,http://www.linear.com/docs/2696,,,Digikey,LT1496HS#PBF-ND,LT1496HS#PBF,LT1496HS#PBF,Linear Technology,IC OPAMP GP 2.7KHZ RRO 14SO,General Purpose,4,Rail-to-Rail,0.001 V/µs,2.7kHz,-,25pA,200µV,1.4µA,1.5mA,"2.2 V ~ 36 V, ±1.1 V ~ 18 V",-40°C ~ 125°C,Surface Mount,"""14-SOIC (0.154"""", 3.90mm Width)""",14-SO
AMP00085,AMP00085,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8429.pdf,,,Digikey,AD8429ARZ-R7CT-ND,AD8429ARZ-R7,AD8429ARZ-R7,Analog Devices Inc,IC OPAMP INSTR 15MHZ 8SOIC,Instrumentation,1,-,22 V/µs,-,15MHz,300nA,150µV,6.7mA,35mA,±4 V ~ 18 V,-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00086,AMP00086,http://www.linear.com/docs/1426,,,Digikey,LT1639IS#TRPBFCT-ND,LT1639IS#TRPBF,LT1639IS#TRPBF,Linear Technology,IC OPAMP GP 1.2MHZ RRO 14SO,General Purpose,4,Rail-to-Rail,0.4 V/µs,1.2MHz,-,20nA,350µV,205µA,40mA,"2.5 V ~ 44 V, ±1.25 V ~ 22 V",-40°C ~ 85°C,Surface Mount,"""14-SOIC (0.154"""", 3.90mm Width)""",14-SO
AMP00087,AMP00087,http://www.analog.com/media/en/technical-documentation/data-sheets/AD627.pdf,,,Digikey,AD627BRZ-ND,AD627BRZ,AD627BRZ,Analog Devices Inc,IC OPAMP INSTR 80KHZ RRO 8SOIC,Instrumentation,1,Rail-to-Rail,0.06 V/µs,-,80kHz,2nA,25µV,60µA,25mA,"2.2 V ~ 36 V, ±1.1 V ~ 18 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00088,AMP00088,http://www.ti.com/lit/ds/symlink/opa2171.pdf,,,Digikey,296-29091-1-ND,OPA2171AIDR,OPA2171AIDR,Texas Instruments,IC OPAMP GP 3MHZ RRO 8SOIC,General Purpose,2,Rail-to-Rail,1.5 V/µs,3MHz,-,8pA,250µV,475µA,35mA,"2.7 V ~ 36 V, ±1.35 V ~ 18 V",-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00089,AMP00089,http://www.ti.com/lit/ds/symlink/opa2171.pdf,,,Digikey,296-29399-1-ND,OPA2171AIDCUR,OPA2171AIDCUR,Texas Instruments,IC OPAMP GP 3MHZ RRO US8,General Purpose,2,Rail-to-Rail,1.5 V/µs,3MHz,-,8pA,250µV,475µA,35mA,"2.7 V ~ 36 V, ±1.35 V ~ 18 V",-40°C ~ 125°C,Surface Mount,"""8-VFSOP (0.091"""", 2.30mm Width)""",US8
AMP00090,AMP00090,http://www.ti.com/lit/ds/symlink/lmv796.pdf,,,Digikey,LMV797MM/NOPBCT-ND,LMV797MM/NOPB,LMV797MM/NOPB,Texas Instruments,IC OPAMP GP 17MHZ RRO 8VSSOP,General Purpose,2,Rail-to-Rail,11.5 V/µs,17MHz,-,0.1pA,100µV,1.3mA,60mA,1.8 V ~ 5.5 V,-40°C ~ 125°C,Surface Mount,"""8-TSSOP, 8-MSOP (0.118"""", 3.00mm Width)""",8-VSSOP
AMP00091,AMP00091,http://www.ti.com/lit/ds/symlink/opa2170.pdf,,,Digikey,296-30291-1-ND,OPA2170AIDR,OPA2170AIDR,Texas Instruments,IC OPAMP GP 1.2MHZ RRO 8SOIC,General Purpose,2,Rail-to-Rail,0.4 V/µs,1.2MHz,-,8pA,250µV,110µA,20mA,"2.7 V ~ 36 V, ±1.35 V ~ 18 V",-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00092,AMP00092,http://www.ti.com/lit/ds/symlink/lmh6642.pdf,,,Digikey,LMH6642MF/NOPBCT-ND,LMH6642MF/NOPB,LMH6642MF/NOPB,Texas Instruments,IC OPAMP VFB 130MHZ RRO SOT23-5,Voltage Feedback,1,Rail-to-Rail,135 V/µs,-,130MHz,1.6µA,1mV,2.7mA,75mA,"2.7 V ~ 12.8 V, ±1.35 V ~ 6.4 V",-40°C ~ 85°C,Surface Mount,"SC-74A, SOT-753",SOT-23-5
AMP00093,AMP00093,http://www.ti.com/lit/ds/symlink/lmv931-n.pdf,,,Digikey,LMV934MTX/NOPBCT-ND,LMV934MTX/NOPB,LMV934MTX/NOPB,Texas Instruments,IC OPAMP GP 1.5MHZ RRO 14TSSOP,General Purpose,4,Rail-to-Rail,0.42 V/µs,1.5MHz,-,14nA,1mV,116µA,100mA,1.8 V ~ 5 V,-40°C ~ 125°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width)""",14-TSSOP
AMP00094,AMP00094,http://www.ti.com/lit/ds/symlink/lmh6642.pdf,,,Digikey,LMH6642MAX/NOPBCT-ND,LMH6642MAX/NOPB,LMH6642MAX/NOPB,Texas Instruments,IC OPAMP VFB 130MHZ RRO 8SOIC,Voltage Feedback,1,Rail-to-Rail,135 V/µs,-,130MHz,1.6µA,1mV,2.7mA,75mA,"2.7 V ~ 12.8 V, ±1.35 V ~ 6.4 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00095,AMP00095,http://www.analog.com/media/en/technical-documentation/data-sheets/AD826.pdf,,,Digikey,AD826ARZ-REELCT-ND,AD826ARZ-REEL,AD826ARZ-REEL,Analog Devices Inc,IC OPAMP VFB 50MHZ 8SOIC,Voltage Feedback,2,-,350 V/µs,50MHz,50MHz,3.3µA,500µV,6.6mA,50mA,"5 V ~ 36 V, ±2.5 V ~ 18 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00096,AMP00096,http://www.analog.com/media/en/technical-documentation/data-sheets/AD823.pdf,,,Digikey,AD823ARZ-RLCT-ND,AD823ARZ-RL,AD823ARZ-RL,Analog Devices Inc,IC OPAMP JFET 16MHZ RRO 8SOIC,J-FET,2,Rail-to-Rail,25 V/µs,-,16MHz,5pA,700µV,7mA,17mA,"3 V ~ 36 V, ±1.5 V ~ 18 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00097,AMP00097,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8628_8629_8630.pdf,,,Digikey,AD8630ARUZ-REELCT-ND,AD8630ARUZ-REEL,AD8630ARUZ-REEL,Analog Devices Inc,IC OPAMP ZRO-DRFT 2.5MHZ 14TSSOP,Zero-Drift,4,Rail-to-Rail,1 V/µs,2.5MHz,2.5MHz,100pA,1µV,850µA,30mA,"2.7 V ~ 5 V, ±1.35 V ~ 2.5 V",-40°C ~ 125°C,Surface Mount,"""14-TSSOP (0.173"""", 4.40mm Width)""",14-TSSOP
AMP00098,AMP00098,http://www.linear.com/docs/1909,,,Digikey,LT1920IS8#PBF-ND,LT1920IS8#PBF,LT1920IS8#PBF,Linear Technology,IC OPAMP INSTR 1MHZ 8SO,Instrumentation,1,-,1.2 V/µs,1MHz,-,500pA,30µV,900µA,27mA,"4.6 V ~ 36 V, ±2.3 V ~ 18 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SO
AMP00099,AMP00099,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8479.PDF,,,Digikey,AD8479ARZ-ND,AD8479ARZ,AD8479ARZ,Analog Devices Inc,IC OPAMP DIFF 130KHZ RRO 8SOIC,Differential,1,Rail-to-Rail,8 V/µs,-,130KHz,-,500µV,550µA,55mA,"2.5 V ~ 18 V, ±1.25 V ~ 9 V",-40°C ~ 125°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00100,AMP00100,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8421.pdf,,,Digikey,AD8421ARZ-ND,AD8421ARZ,AD8421ARZ,Analog Devices Inc,IC OPAMP INSTR 10MHZ 8SOIC,Instrumentation,1,-,35 V/µs,-,10MHz,1nA,60µV,2mA,65mA,"5 V ~ 36 V, ±2.5 V ~ 18 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00101,AMP00101,http://www.linear.com/docs/1710,,,Digikey,LT1498IS8#PBF-ND,LT1498IS8#PBF,LT1498IS8#PBF,Linear Technology,IC OPAMP GP 10.5MHZ RRO 8SO,General Purpose,2,Rail-to-Rail,6 V/µs,10.5MHz,-,250nA,200µV,1.8mA,30mA,"2.2 V ~ 36 V, ±1.1 V ~ 18 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SO
AMP00102,AMP00102,http://www.analog.com/media/en/technical-documentation/data-sheets/AD603.pdf,,,Digikey,AD603ARZ-REEL7CT-ND,AD603ARZ-REEL7,AD603ARZ-REEL7,Analog Devices Inc,IC OPAMP VGA 90MHZ 8SOIC,Variable Gain,1,-,275 V/µs,-,90MHz,200nA,-,12.5mA,50mA,"9.5 V ~ 12.6 V, ±4.75 V ~ 6.3 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00103,AMP00103,http://www.analog.com/media/en/technical-documentation/data-sheets/AD629.pdf,,,Digikey,AD629ARZ-ND,AD629ARZ,AD629ARZ,Analog Devices Inc,IC OPAMP DIFF 500KHZ 8SOIC,Differential,1,-,2.1 V/µs,-,500kHz,-,200µV,900µA,25mA,"5 V ~ 36 V, ±2.5 V ~ 18 V",-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00104,AMP00104,http://www.analog.com/media/en/technical-documentation/data-sheets/AMP03.pdf,,,Digikey,AMP03GSZ-ND,AMP03GSZ,AMP03GSZ,Analog Devices Inc,IC OPAMP DIFFERENTIAL 3MHZ 8SOIC,Differential,1,-,9.5 V/µs,-,3MHz,-,25µV,2.5mA,45mA,±6 V ~ 18 V,-40°C ~ 85°C,Surface Mount,"""8-SOIC (0.154"""", 3.90mm Width)""",8-SOIC
AMP00105,AMP00105,http://www.analog.com/media/en/technical-documentation/data-sheets/AD8556.pdf,,,Digikey,AD8556ACPZ-REEL7CT-ND,AD8556ACPZ-REEL7,AD8556ACPZ-REEL7,Analog Devices Inc,IC OPAMP CHOPPER 2MHZ 16LFCSP,Chopper (Zero-Drift),1,-,1.2 V/µs,2MHz,-,49nA,2µV,2mA,10mA,4.5 V ~ 5.5 V,-40°C ~ 140°C,Surface Mount,"16-VQFN Exposed Pad, CSP",16-LFCSP-VQ (4x4)
